Minimus Containment	0		Enchant nonland permanent / Enchanted permanent is a Treasure artifact with "{T}, Sacrifice this artifact: Add one mana of any color," and it loses all other abilities. (If it was a creature, it's no longer a creature.)
Rumbling Ruin	2	Effect:count;Effect:creatures	When this creature enters, count the number of +1/+1 counters on creatures you control. Creatures your opponents control with power less than or equal to that number can't block this turn.
Yotia Declares War	0		Read ahead (Choose a chapter and start with that many lore counters. Add one after your draw step. Skipped chapters don't trigger. Sacrifice after III.) / I — Create a 0/2 colorless Thopter artifact creature token with flying named Ornithopter. / II — Tap any number of untapped artifacts you control. When you do, this Saga deals that much damage to target creature or planeswalker. / III — Up to one target artifact you control becomes an artifact creature with base power and toughness 4/4 until end of turn.
Otterball Antics	1	Swallow:Condition_If	Create a 1/1 blue and red Otter creature token with prowess. If this spell was cast from anywhere other than your hand, put a +1/+1 counter on that creature. (Whenever you cast a noncreature spell, a creature with prowess gets +1/+1 until end of turn.) / Flashback {3}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)
Transcendent Archaic	1	Swallow:Condition_If	Vigilance / Converge — When this creature enters, you may draw X cards, where X is the number of colors of mana spent to cast this spell. If you draw one or more cards this way, discard two cards.
Visions of Beyond	1	Swallow:Condition_If	Draw a card. If a graveyard has twenty or more cards in it, draw three cards instead.
Feast of Worms	1	Swallow:Condition_If	Destroy target land. If that land was legendary, its controller sacrifices another land of their choice.
Yuan-Ti Malison	0		This creature can't be blocked as long as it's attacking alone. / Whenever this creature deals combat damage to a player, venture into the dungeon. (Enter the first room or advance to the next room.)
Suncleanser	1	Effect:can't	When this creature enters, choose one — / • Remove all counters from target creature. It can't have counters put on it for as long as this creature remains on the battlefield. / • Target opponent loses all counters. That player can't get counters for as long as this creature remains on the battlefield.
Lost Legacy	1	Effect:choose	Choose a nonartifact, nonland card name. Search target player's graveyard, hand, and library for any number of cards with that name and exile them. That player shuffles, then draws a card for each card exiled from their hand this way.
Soulless Jailer	1	Effect:static_structure	Permanent cards in graveyards can't enter the battlefield. / Players can't cast noncreature spells from graveyards or exile.
Neriv, Heart of the Storm	1	Swallow:DynamicQty	Flying / If a creature you control that entered this turn would deal damage, it deals twice that much damage instead.
Deepway Navigator	0		Flash / When this creature enters, untap each other Merfolk you control. / As long as you attacked with three or more Merfolk this turn, Merfolk you control get +1/+0.
Chronomantic Escape	1	Effect:creatures	Until your next turn, creatures can't attack you. Exile Chronomantic Escape with three time counters on it. / Suspend 3—{2}{W} (Rather than cast this card from your hand, you may pay {2}{W} and exile it with three time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, you may cast it without paying its mana cost.)
Bonds of Faith	0		Enchant creature / Enchanted creature gets +2/+2 as long as it's a Human. Otherwise, it can't attack or block.
Tenacious Underdog	0		Blitz—{2}{B}{B}, Pay 2 life. (If you cast this spell for its blitz cost, it gains haste and "When this creature dies, draw a card." Sacrifice it at the beginning of the next end step.) / You may cast this card from your graveyard using its blitz ability.
Worldpurge	3	Effect:choose;Effect:lose;Effect:shuffle	Return all permanents to their owners' hands. Each player chooses up to seven cards in their hand, then shuffles the rest into their library. Each player loses all unspent mana.
Wizard's Spellbook	1	Swallow:Optional_YouMay	{T}: Exile target instant or sorcery card from a graveyard. Roll a d20. Activate only as a sorcery. / 1—9 | Copy that card. You may cast the copy. / 10—19 | Copy that card. You may cast the copy by paying {1} rather than paying its mana cost. / 20 | Copy each card exiled with this artifact. You may cast any number of the copies without paying their mana costs.
Leonin Shikari	1	Effect:effect_structure	You may activate equip abilities any time you could cast an instant.
Tom Bombadil	1	Trigger:Whenever the final chapter ability of a Saga you control resolves	As long as there are four or more lore counters among Sagas you control, Tom Bombadil has hexproof and indestructible. / Whenever the final chapter ability of a Saga you control resolves, reveal cards from the top of your library until you reveal a Saga card. Put that card onto the battlefield and the rest on the bottom of your library in a random order. This ability triggers only once each turn.
Cloud, Midgar Mercenary	2	Swallow:Condition_AsLongAs;Swallow:Condition_If	When Cloud enters, search your library for an Equipment card, reveal it, put it into your hand, then shuffle. / As long as Cloud is equipped, if a triggered ability of Cloud or an Equipment attached to it triggers, that ability triggers an additional time.
Soul Partition	1	Swallow:Condition_AsLongAs	Exile target nonland permanent. For as long as that card remains exiled, its owner may play it. A spell cast by an opponent this way costs {2} more to cast.
Hobgoblin Captain	1	Swallow:Condition_If	Pack tactics — Whenever this creature attacks, if you attacked with creatures with total power 6 or greater this combat, this creature gains first strike until end of turn.
Diligent Zookeeper	1	Swallow:DynamicQty	Each non-Human creature you control gets +1/+1 for each of its creature types, to a maximum of 10.
Gideon of the Trials	1	Swallow:Condition_AsLongAs	[+1]: Until your next turn, prevent all damage target permanent would deal. / [0]: Until end of turn, Gideon becomes a 4/4 Human Soldier creature with indestructible that's still a planeswalker. Prevent all damage that would be dealt to him this turn. / [0]: You get an emblem with "As long as you control a Gideon planeswalker, you can't lose the game and your opponents can't win the game."
Call the Spirit Dragons	1	Effect:for	Dragons you control have indestructible. / At the beginning of your upkeep, for each color, put a +1/+1 counter on a Dragon you control of that color. If you put +1/+1 counters on five Dragons this way, you win the game.
Risen Executioner	2	Swallow:Condition_If;Swallow:DynamicQty	This creature can't block. / Other Zombie creatures you control get +1/+1. / You may cast this creature from your graveyard if you pay {1} more to cast it for each other creature card in your graveyard.
